dia,S,E,I,R,C,populacao_humana,casos_sintomaticos_acumulados,expostos_acumulados
78,6526.901860286149,106.5216940179549,275.56461361075236,3091.0118320851366,0.017030944908661663,9999.999999999993,3366.576445695889,3473.098139713851
79,6518.175941372101,104.68837495574628,266.7578454557155,3110.3778382164287,0.016989752484143705,9999.99999999999,3377.1356836721443,3481.824058627899
80,6509.480297673144,103.00072698761159,258.3884655845516,3129.1305097546833,0.016953218081000764,9999.99999999999,3387.518975339235,3490.5197023268556
81,6500.812742099385,101.4469668863498,250.43979794494578,3147.3004930693096,0.01692081497221,9999.999999999989,3397.7402910142555,3499.187257900615
82,6492.171334936843,100.01619757393394,242.89522260528042,3164.9172448839336,0.016892075992810278,9999.99999999999,3407.812467489214,3507.828665063157
83,6483.554355764315,98.69835049125774,235.73825457652285,3182.0090391678946,0.016866586804650245,9999.99999999999,3417.747293744417,3516.445644235685
84,6474.960278540988,97.48413043774137,228.95261175791026,3198.602979263351,0.016843979922755766,9999.999999999989,3427.555591021261,3525.039721459012
85,6466.387749510566,96.36496298251045,222.5222729999553,3214.725014506959,0.016823929417193087,9999.99999999999,3437.2472875069143,3533.612250489434
86,6457.835567606475,95.33294450233751,216.43152721727992,3230.399960673898,0.016806146214043017,9999.999999999989,3446.831487891178,3542.164432393525
87,6449.302667077376,94.38079486329968,210.6650144228954,3245.65152363642,0.016790373927738914,9999.99999999999,3456.3165380593155,3550.697332922624
88,6440.788102083226,93.5018127320058,205.2077594955266,3260.5023256892337,0.016776385164682044,9999.99999999999,3465.7100851847604,3559.2118979167744
89,6432.291033039847,92.68983347725906,200.0451994329963,3274.973934049889,0.016763978244842496,9999.99999999999,3475.0191334828855,3567.708966960153
90,6423.810714514665,91.93918960325156,195.16320478799557,3289.08689109408,0.01675297429408008,9999.999999999993,3484.2500958820756,3576.189285485335
91,6415.346484498288,91.24467364005004,190.5480959280951,3302.8607459335585,0.01674321466526426,9999.99999999999,3493.408841861654,3584.653515501712
92,6406.897754896262,90.6015034055414,186.18665470984735,3316.314086988339,0.01673455865101273,9999.999999999989,3502.5007416981866,3593.102245103738
93,6398.464003102762,90.00528954456937,182.06613210744672,3329.4645752452125,0.016726881455072524,9999.99999999999,3511.530707352659,3601.535996897238
94,6390.044764533536,89.4520052451901,178.17425228975722,3342.328977931508,0.016720072393096464,9999.99999999999,3520.503230221265,3609.955235466464
